,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,1.0,0.110221947579648,0.5599052414909874,0.19713639448438344,0.44929950652162076,0.4602077880626424,0.5599052414909874,0.3305949706491196,0.2264173668045877,0.20080048458029445,0.13083899633588356,0.39895164741180195,0.18266081220759983,0.09842951366525914,0.42681595895625696,0.2042883191100372
2,0.13302234777293048,1.0,0.1288969212370587,0.16002251645798377,0.4923965941120048,0.1082030337584364,0.1288969212370587,0.11967405047313528,0.15368326956396378,0.18263341448903575,0.06355396525676633,0.12889363696272865,0.12880284600323844,0.07660827833644887,0.5952546649975261,0.1363946710343064
3,0.3945160800661892,0.09848492704250322,1.0,0.14969800151606513,0.1569518442952902,0.3290759946811734,1.0,0.22524522782829987,0.17524596334742973,0.15615611605505408,0.04010283904956182,0.18648661944619277,0.13481406342305655,0.08129360680144763,0.32291677290901194,0.1606973084114635
4,0.09783656290814645,0.100179540992158,0.09129453879109392,1.0,0.10523869562249676,0.10118868772596361,0.09129453879109392,0.0903645935159826,0.1151991511357782,0.1206469464414704,0.07088212086809649,0.06523888109477297,0.08637694662213279,0.05353624230116096,0.12998171243463968,0.10811964046179942
5,0.27258448914085315,0.21639207097142793,0.12987765507303575,0.1169029005335696,1.0,0.1136583465261072,0.12987765507303575,0.16321412036746963,0.23945497401039792,0.2294017066434088,0.26037311199767554,0.2270049737296446,0.18469359596058701,0.043668732945464674,0.5833487671292285,0.13847593881477752
6,0.6094755886517453,0.13197466237963518,0.5838012595349032,0.27586719420715844,0.17816389836628443,1.0,0.5838012595349032,0.33909138342516454,0.22331902652771357,0.2337156768293509,0.08530256804252101,0.2477749076036266,0.21793652178674383,0.12465928058290379,0.4409056033802781,0.2318593539243223
7,0.3945160800661892,0.0984849270425032,1.0,0.14969800151606513,0.15695184429529016,0.3290759946811733,1.0,0.2252452278282998,0.17524596334742973,0.1561561160550541,0.04010283904956182,0.18648661944619274,0.13481406342305652,0.08129360680144763,0.32291677290901194,0.1606973084114635
8,0.3893875352173101,0.12963155991878975,0.41457167539580664,0.25417466008862283,0.2709683536469047,0.37778242301359977,0.41457167539580664,1.0,0.3131153241123292,0.2484637611307363,0.09559590649342196,0.19943913739967953,0.23338193395189927,0.1262480170143209,0.370594183149902,0.24003029530858389
9,0.3044280348876145,0.19275514256003828,0.31931810686524553,0.24040135065686463,0.48175662579833417,0.22604914593746595,0.31931810686524553,0.31931810686524553,1.0,0.5470497043571146,0.14251658713758691,0.20358956912284054,0.6495998161753612,0.09724676211429621,0.5589670389099892,0.30215807179471615
10,0.17548766188320195,0.1286355517626427,0.18155898146450777,0.1630533856953713,0.25848398588954086,0.15369156101104928,0.18155898146450777,0.16215958294254032,0.3137267014952254,1.0,0.07240390221684252,0.12160403559010555,0.2949104560704989,0.07693160462649994,0.36430955732939874,0.2041233981953159
11,0.15919873169796492,0.04251904058053078,0.05926915366027751,0.12274918761213438,0.357748235401689,0.09535625625761768,0.05926915366027751,0.09667444681812751,0.08582760725833086,0.09045056329071607,1.0,0.10052256040264461,0.08141783331680631,0.03171049134336872,0.25651270495179385,0.09104573637093034
12,0.6573845265194238,0.17176392364514054,0.4303458855343393,0.21256362306314552,0.567422092121421,0.3336472999655013,0.4303458855343393,0.2438724971953053,0.21087719381692027,0.21517728071028785,0.09765190535311705,1.0,0.19681313140621592,0.15774346085997595,0.3721245240224595,0.21590159225363734
13,0.3192723470202331,0.1803593792521558,0.2920559150043798,0.25522936143734953,0.4996499217662407,0.26088159019242796,0.2920559150043798,0.2920559150043798,0.827157812560693,0.6633194106211688,0.169425625553802,0.23208141933850782,1.0,0.11625692826190322,0.602410800127564,0.3479098031919501
14,0.14439910819792612,0.13404816464528058,0.1465331265781724,0.14388587892116378,0.1453530157770675,0.143081927609903,0.1465331265781724,0.14215077274396337,0.14256673418486432,0.14681959267296726,0.03414332395439167,0.13236084502611856,0.15126102431304309,1.0,0.15419934495103543,0.17422072444256986
15,0.1611456745396416,0.24005627114638048,0.14518763997551287,0.12705858105641296,0.44013483163361716,0.13507067762600308,0.14518763997551287,0.12436623054796332,0.1993328398765459,0.21870898822115944,0.16850169291821476,0.137482523776315,0.16667861664751943,0.03474235273777884,1.0,0.12528558406102008
16,0.1838459124274196,0.11000003730051083,0.17437849246048295,0.13949760886537044,0.18069127720377726,0.14096534314457695,0.17437849246048295,0.1530479811500955,0.19707338819163495,0.21523521021910652,0.10463918317607891,0.1408871956099892,0.17530815140814837,0.06971951393900133,0.20826371590747522,1.0
